,sentiment,review,review_tokens,review_tokens_fdist,review_tokens_WSW,review_normalized,review_tokens_stemmed
79,0,teater untuk memutar video dokumenter tentang dieng dengan durasi menitan kursi kurang terawat dan kalau rombongan banyak sebagian duduk dibawah,"['teater', 'untuk', 'memutar', 'video', 'dokumenter', 'tentang', 'dieng', 'dengan', 'durasi', 'menitan', 'kursi', 'kurang', 'terawat', 'dan', 'kalau', 'rombongan', 'banyak', 'sebagian', 'duduk', 'dibawah']",<FreqDist with 20 samples and 20 outcomes>,"['teater', 'memutar', 'video', 'dokumenter', 'dieng', 'durasi', 'menitan', 'kursi', 'terawat', 'rombongan', 'duduk', 'dibawah']","['teater', 'memutar', 'video', 'dokumenter', 'dieng', 'durasi', 'menitan', 'kursi', 'terawat', 'rombongan', 'duduk', 'dibawah']","['teater', 'putar', 'video', 'dokumenter', 'dieng', 'durasi', 'menit', 'kursi', 'awat', 'rombong', 'duduk', 'bawah']"
80,0,penataan pkl tidak rapi terlalu dekat dg obyek wisata terutama sikidang sampah dimana harus sgr ada perda yg mengatur itu,"['penataan', 'pkl', 'tidak', 'rapi', 'terlalu', 'dekat', 'dg', 'obyek', 'wisata', 'terutama', 'sikidang', 'sampah', 'dimana', 'harus', 'sgr', 'ada', 'perda', 'yg', 'mengatur', 'itu']",<FreqDist with 20 samples and 20 outcomes>,"['penataan', 'pkl', 'rapi', 'obyek', 'wisata', 'sikidang', 'sampah', 'dimana', 'sgr', 'perda', 'mengatur']","['penataan', 'pkl', 'rapi', 'obyek', 'wisata', 'sikidang', 'sampah', 'dimana', 'sgr', 'perda', 'mengatur']","['tata', 'pkl', 'rapi', 'obyek', 'wisata', 'sikidang', 'sampah', 'mana', 'sgr', 'perda', 'atur']"
81,0,bagus ya utk foto cuma sekitar dieng kotor sampah dan bau got nya kurang di urus,"['bagus', 'ya', 'utk', 'foto', 'cuma', 'sekitar', 'dieng', 'kotor', 'sampah', 'dan', 'bau', 'got', 'nya', 'kurang', 'di', 'urus']",<FreqDist with 16 samples and 16 outcomes>,"['bagus', 'foto', 'dieng', 'kotor', 'sampah', 'bau', 'got', 'urus']","['bagus', 'foto', 'dieng', 'kotor', 'sampah', 'bau', 'got', 'urus']","['bagus', 'foto', 'dieng', 'kotor', 'sampah', 'bau', 'got', 'urus']"
82,0,bagus sih tayangannya sayang fasilitasnya kurang menunjang kursinya gak terawat,"['bagus', 'sih', 'tayangannya', 'sayang', 'fasilitasnya', 'kurang', 'menunjang', 'kursinya', 'gak', 'terawat']",<FreqDist with 10 samples and 10 outcomes>,"['bagus', 'tayangannya', 'sayang', 'fasilitasnya', 'menunjang', 'kursinya', 'terawat']","['bagus', 'tayangannya', 'sayang', 'fasilitasnya', 'menunjang', 'kursinya', 'terawat']","['bagus', 'tayang', 'sayang', 'fasilitas', 'tunjang', 'kursi', 'awat']"
83,0,konsep edukasinya bagus sayang kurang terawat,"['konsep', 'edukasinya', 'bagus', 'sayang', 'kurang', 'terawat']",<FreqDist with 6 samples and 6 outcomes>,"['konsep', 'edukasinya', 'bagus', 'sayang', 'terawat']","['konsep', 'edukasinya', 'bagus', 'sayang', 'terawat']","['konsep', 'edukasi', 'bagus', 'sayang', 'awat']"
84,0,teater sudah tidak terurus dibangun entah sejak kapan dan sepertinya tidak ada peremajaan sejak pertama dibangun ruangan menonton kecil dan fasilitas pun apa adanya rasanya seperti nonton layar tancap dari vcd saja namun demikian film yang disajikan cukup menarik bagi saya yang baru pertama kali ke dieng,"['teater', 'sudah', 'tidak', 'terurus', 'dibangun', 'entah', 'sejak', 'kapan', 'dan', 'sepertinya', 'tidak', 'ada', 'peremajaan', 'sejak', 'pertama', 'dibangun', 'ruangan', 'menonton', 'kecil', 'dan', 'fasilitas', 'pun', 'apa', 'adanya', 'rasanya', 'seperti', 'nonton', 'layar', 'tancap', 'dari', 'vcd', 'saja', 'namun', 'demikian', 'film', 'yang', 'disajikan', 'cukup', 'menarik', 'bagi', 'saya', 'yang', 'baru', 'pertama', 'kali', 'ke', 'dieng']",<FreqDist with 41 samples and 47 outcomes>,"['teater', 'terurus', 'dibangun', 'peremajaan', 'dibangun', 'ruangan', 'menonton', 'fasilitas', 'nonton', 'layar', 'tancap', 'vcd', 'film', 'disajikan', 'menarik', 'dieng']","['teater', 'terurus', 'dibangun', 'peremajaan', 'dibangun', 'ruangan', 'menonton', 'fasilitas', 'nonton', 'layar', 'tancap', 'vcd', 'film', 'disajikan', 'menarik', 'dieng']","['teater', 'urus', 'bangun', 'remaja', 'bangun', 'ruang', 'tonton', 'fasilitas', 'nonton', 'layar', 'tancap', 'vcd', 'film', 'saji', 'tarik', 'dieng']"
85,0,perlu pembenahan kondisi bangunan lingkungan sayang kurang terawat,"['perlu', 'pembenahan', 'kondisi', 'bangunan', 'lingkungan', 'sayang', 'kurang', 'terawat']",<FreqDist with 8 samples and 8 outcomes>,"['pembenahan', 'kondisi', 'bangunan', 'lingkungan', 'sayang', 'terawat']","['pembenahan', 'kondisi', 'bangunan', 'lingkungan', 'sayang', 'terawat']","['benah', 'kondisi', 'bangun', 'lingkung', 'sayang', 'awat']"
86,0,tempat untuk menonton film dokumenter tentang dieng cuma sayang filmnya terlalu jadul dengan kualitas layar tancap mungkin perlu dilakukan pembaruan yang lebih up to date tempat menonton kurang nyaman karena tidak dilakukan pembersihan setiap film habis dan ganti penonton,"['tempat', 'untuk', 'menonton', 'film', 'dokumenter', 'tentang', 'dieng', 'cuma', 'sayang', 'filmnya', 'terlalu', 'jadul', 'dengan', 'kualitas', 'layar', 'tancap', 'mungkin', 'perlu', 'dilakukan', 'pembaruan', 'yang', 'lebih', 'up', 'to', 'date', 'tempat', 'menonton', 'kurang', 'nyaman', 'karena', 'tidak', 'dilakukan', 'pembersihan', 'setiap', 'film', 'habis', 'dan', 'ganti', 'penonton']",<FreqDist with 35 samples and 39 outcomes>,"['menonton', 'film', 'dokumenter', 'dieng', 'sayang', 'filmnya', 'jadul', 'kualitas', 'layar', 'tancap', 'pembaruan', 'up', 'date', 'menonton', 'nyaman', 'pembersihan', 'film', 'habis', 'ganti', 'penonton']","['menonton', 'film', 'dokumenter', 'dieng', 'sayang', 'filmnya', 'jadul', 'kualitas', 'layar', 'tancap', 'pembaruan', 'up', 'date', 'menonton', 'nyaman', 'pembersihan', 'film', 'habis', 'ganti', 'penonton']","['tonton', 'film', 'dokumenter', 'dieng', 'sayang', 'film', 'jadul', 'kualitas', 'layar', 'tancap', 'baru', 'up', 'date', 'tonton', 'nyaman', 'bersih', 'film', 'habis', 'ganti', 'tonton']"
87,0,tempat wisata yg indah tapi sayang banyak sampah diarea wisata terutama dekat pintu masuk area candi,"['tempat', 'wisata', 'yg', 'indah', 'tapi', 'sayang', 'banyak', 'sampah', 'diarea', 'wisata', 'terutama', 'dekat', 'pintu', 'masuk', 'area', 'candi']",<FreqDist with 15 samples and 16 outcomes>,"['wisata', 'indah', 'sayang', 'sampah', 'diarea', 'wisata', 'pintu', 'area', 'candi']","['wisata', 'indah', 'sayang', 'sampah', 'diarea', 'wisata', 'pintu', 'area', 'candi']","['wisata', 'indah', 'sayang', 'sampah', 'area', 'wisata', 'pintu', 'area', 'candi']"
88,0,minusnyatidak ada tempat untuk mengisi perut yang spesial,"['minusnyatidak', 'ada', 'tempat', 'untuk', 'mengisi', 'perut', 'yang', 'spesial']",<FreqDist with 8 samples and 8 outcomes>,"['minusnyatidak', 'mengisi', 'perut', 'spesial']","['minusnyatidak', 'mengisi', 'perut', 'spesial']","['minusnyatidak', 'isi', 'perut', 'spesial']"
89,0,penataan terlalu rapat tidak nyaman,"['penataan', 'terlalu', 'rapat', 'tidak', 'nyaman']",<FreqDist with 5 samples and 5 outcomes>,"['penataan', 'rapat', 'nyaman']","['penataan', 'rapat', 'nyaman']","['tata', 'rapat', 'nyaman']"
90,0,kurang nyaman tempatnyakurang dijaga kebersihannya,"['kurang', 'nyaman', 'tempatnyakurang', 'dijaga', 'kebersihannya']",<FreqDist with 5 samples and 5 outcomes>,"['nyaman', 'tempatnyakurang', 'dijaga', 'kebersihannya']","['nyaman', 'tempatnyakurang', 'dijaga', 'kebersihannya']","['nyaman', 'tempatnyakurang', 'jaga', 'bersih']"
91,0,sulitnya menemukan tempat sampah,"['sulitnya', 'menemukan', 'tempat', 'sampah']",<FreqDist with 4 samples and 4 outcomes>,"['sulitnya', 'menemukan', 'sampah']","['sulitnya', 'menemukan', 'sampah']","['sulit', 'temu', 'sampah']"
92,0,kurang terawat perlu ada pertunjukkan yang lebih menawan dan menarik para wisatawan,"['kurang', 'terawat', 'perlu', 'ada', 'pertunjukkan', 'yang', 'lebih', 'menawan', 'dan', 'menarik', 'para', 'wisatawan']",<FreqDist with 12 samples and 12 outcomes>,"['terawat', 'pertunjukkan', 'menawan', 'menarik', 'wisatawan']","['terawat', 'pertunjukkan', 'menawan', 'menarik', 'wisatawan']","['awat', 'tunjuk', 'tawan', 'tarik', 'wisatawan']"
93,0,gaya bangunannya bagus sayang krg terawat,"['gaya', 'bangunannya', 'bagus', 'sayang', 'krg', 'terawat']",<FreqDist with 6 samples and 6 outcomes>,"['gaya', 'bangunannya', 'bagus', 'sayang', 'krg', 'terawat']","['gaya', 'bangunannya', 'bagus', 'sayang', 'krg', 'terawat']","['gaya', 'bangun', 'bagus', 'sayang', 'krg', 'awat']"
94,0,butuh banyak sentuhan kurang terawat,"['butuh', 'banyak', 'sentuhan', 'kurang', 'terawat']",<FreqDist with 5 samples and 5 outcomes>,"['butuh', 'sentuhan', 'terawat']","['butuh', 'sentuhan', 'terawat']","['butuh', 'sentuh', 'awat']"
95,0,sarana prasana kurang terawat,"['sarana', 'prasana', 'kurang', 'terawat']",<FreqDist with 4 samples and 4 outcomes>,"['sarana', 'prasana', 'terawat']","['sarana', 'prasana', 'terawat']","['sarana', 'prasana', 'awat']"
96,0,ruang theatre tidak nyaman,"['ruang', 'theatre', 'tidak', 'nyaman']",<FreqDist with 4 samples and 4 outcomes>,"['ruang', 'nyaman']","['ruang', 'nyaman']","['ruang', 'nyaman']"
97,0,terlalu ramai kurang nyaman,"['terlalu', 'ramai', 'kurang', 'nyaman']",<FreqDist with 4 samples and 4 outcomes>,"['ramai', 'nyaman']","['ramai', 'nyaman']","['ramai', 'nyaman']"
98,0,kotor dan kurang terawat,"['kotor', 'dan', 'kurang', 'terawat']",<FreqDist with 4 samples and 4 outcomes>,"['kotor', 'terawat']","['kotor', 'terawat']","['kotor', 'awat']"
99,0,gedung bioskop ini kurang terawat,"['gedung', 'bioskop', 'ini', 'kurang', 'terawat']",<FreqDist with 5 samples and 5 outcomes>,"['gedung', 'bioskop', 'terawat']","['gedung', 'bioskop', 'terawat']","['gedung', 'bioskop', 'awat']"
100,0,tempat pertunjukkan short movie mengenai sejarah dan geographic dieng honest opinion tempatnya tidak besar agak tidak terurus tempatnya bau pengap dan agak kotor untuk short movienya menurut saya kurang menarik terlalu boring padahal isi dari short movie itu bagus sekali pengetahuan mungkin bisa di remake agar lebih menarik dan untuk tempatnya di bersihkandi ganti agar tidak bau,"['tempat', 'pertunjukkan', 'short', 'movie', 'mengenai', 'sejarah', 'dan', 'geographic', 'dieng', 'honest', 'opinion', 'tempatnya', 'tidak', 'besar', 'agak', 'tidak', 'terurus', 'tempatnya', 'bau', 'pengap', 'dan', 'agak', 'kotor', 'untuk', 'short', 'movienya', 'menurut', 'saya', 'kurang', 'menarik', 'terlalu', 'boring', 'padahal', 'isi', 'dari', 'short', 'movie', 'itu', 'bagus', 'sekali', 'pengetahuan', 'mungkin', 'bisa', 'di', 'remake', 'agar', 'lebih', 'menarik', 'dan', 'untuk', 'tempatnya', 'di', 'bersihkandi', 'ganti', 'agar', 'tidak', 'bau']",<FreqDist with 42 samples and 57 outcomes>,"['pertunjukkan', 'short', 'movie', 'sejarah', 'geographic', 'dieng', 'honest', 'opinion', 'tempatnya', 'terurus', 'tempatnya', 'bau', 'pengap', 'kotor', 'short', 'movienya', 'menarik', 'boring', 'isi', 'short', 'movie', 'bagus', 'pengetahuan', 'remake', 'menarik', 'tempatnya', 'bersihkandi', 'ganti', 'bau']","['pertunjukkan', 'short', 'movie', 'sejarah', 'geographic', 'dieng', 'honest', 'opinion', 'tempatnya', 'terurus', 'tempatnya', 'bau', 'pengap', 'kotor', 'short', 'movienya', 'menarik', 'boring', 'isi', 'short', 'movie', 'bagus', 'pengetahuan', 'remake', 'menarik', 'tempatnya', 'bersihkandi', 'ganti', 'bau']","['tunjuk', 'short', 'movie', 'sejarah', 'geographic', 'dieng', 'honest', 'opinion', 'tempat', 'urus', 'tempat', 'bau', 'pengap', 'kotor', 'short', 'movienya', 'tarik', 'boring', 'isi', 'short', 'movie', 'bagus', 'tahu', 'remake', 'tarik', 'tempat', 'bersihkandi', 'ganti', 'bau']"
101,0,teater sudah tua dan tidak terawat tetapi materi yang ditampilkan sudah up to date dan menarik,"['teater', 'sudah', 'tua', 'dan', 'tidak', 'terawat', 'tetapi', 'materi', 'yang', 'ditampilkan', 'sudah', 'up', 'to', 'date', 'dan', 'menarik']",<FreqDist with 14 samples and 16 outcomes>,"['teater', 'tua', 'terawat', 'materi', 'ditampilkan', 'up', 'date', 'menarik']","['teater', 'tua', 'terawat', 'materi', 'ditampilkan', 'up', 'date', 'menarik']","['teater', 'tua', 'awat', 'materi', 'tampil', 'up', 'date', 'tarik']"
102,0,bangunan aneh yang menghadap ke arah yang salah dengan akses dan area parkir yang tidak masuk akal sehingga benarbenar dipikirkan dan direncanakan dengan buruk sehingga tidak masuk akal dan kemudian ut bahkan tidak terbuka,"['bangunan', 'aneh', 'yang', 'menghadap', 'ke', 'arah', 'yang', 'salah', 'dengan', 'akses', 'dan', 'area', 'parkir', 'yang', 'tidak', 'masuk', 'akal', 'sehingga', 'benarbenar', 'dipikirkan', 'dan', 'direncanakan', 'dengan', 'buruk', 'sehingga', 'tidak', 'masuk', 'akal', 'dan', 'kemudian', 'ut', 'bahkan', 'tidak', 'terbuka']",<FreqDist with 24 samples and 34 outcomes>,"['bangunan', 'aneh', 'menghadap', 'arah', 'salah', 'akses', 'area', 'parkir', 'akal', 'benarbenar', 'dipikirkan', 'direncanakan', 'buruk', 'akal', 'ut', 'terbuka']","['bangunan', 'aneh', 'menghadap', 'arah', 'salah', 'akses', 'area', 'parkir', 'akal', 'benarbenar', 'dipikirkan', 'direncanakan', 'buruk', 'akal', 'ut', 'terbuka']","['bangun', 'aneh', 'hadap', 'arah', 'salah', 'akses', 'area', 'parkir', 'akal', 'benarbenar', 'pikir', 'rencana', 'buruk', 'akal', 'ut', 'buka']"
103,0,teater itu sendiri dalam kondisi buruk karena pemeliharaan yang buruk,"['teater', 'itu', 'sendiri', 'dalam', 'kondisi', 'buruk', 'karena', 'pemeliharaan', 'yang', 'buruk']",<FreqDist with 9 samples and 10 outcomes>,"['teater', 'kondisi', 'buruk', 'pemeliharaan', 'buruk']","['teater', 'kondisi', 'buruk', 'pemeliharaan', 'buruk']","['teater', 'kondisi', 'buruk', 'pelihara', 'buruk']"
104,1,selama perjalanan menuju puncak sikunir bersih aman dan rapi tempat sampah tersedia toilet dan mushola ada di setengah perjalanan,"['selama', 'perjalanan', 'menuju', 'puncak', 'sikunir', 'bersih', 'aman', 'dan', 'rapi', 'tempat', 'sampah', 'tersedia', 'toilet', 'dan', 'mushola', 'ada', 'di', 'setengah', 'perjalanan']",<FreqDist with 17 samples and 19 outcomes>,"['perjalanan', 'puncak', 'sikunir', 'bersih', 'aman', 'rapi', 'sampah', 'tersedia', 'toilet', 'mushola', 'perjalanan']","['perjalanan', 'puncak', 'sikunir', 'bersih', 'aman', 'rapi', 'sampah', 'tersedia', 'toilet', 'mushola', 'perjalanan']","['jalan', 'puncak', 'sikunir', 'bersih', 'aman', 'rapi', 'sampah', 'sedia', 'toilet', 'mushola', 'jalan']"
105,1,bukit sikunir dengan segala keindahannya tracking hanya menit pakai sepatu yg cocok untuk tracking karna track tangga berbatu pakai jaket yg tebal mulai tracking bisa jam pagi sunrise mulai muncul jam pagi,"['bukit', 'sikunir', 'dengan', 'segala', 'keindahannya', 'tracking', 'hanya', 'menit', 'pakai', 'sepatu', 'yg', 'cocok', 'untuk', 'tracking', 'karna', 'track', 'tangga', 'berbatu', 'pakai', 'jaket', 'yg', 'tebal', 'mulai', 'tracking', 'bisa', 'jam', 'pagi', 'sunrise', 'mulai', 'muncul', 'jam', 'pagi']",<FreqDist with 25 samples and 32 outcomes>,"['bukit', 'sikunir', 'keindahannya', 'tracking', 'menit', 'pakai', 'sepatu', 'cocok', 'tracking', 'karna', 'track', 'tangga', 'berbatu', 'pakai', 'jaket', 'tebal', 'tracking', 'jam', 'pagi', 'sunrise', 'muncul', 'jam', 'pagi']","['bukit', 'sikunir', 'keindahannya', 'tracking', 'menit', 'pakai', 'sepatu', 'cocok', 'tracking', 'karna', 'track', 'tangga', 'berbatu', 'pakai', 'jaket', 'tebal', 'tracking', 'jam', 'pagi', 'sunrise', 'muncul', 'jam', 'pagi']","['bukit', 'sikunir', 'indah', 'tracking', 'menit', 'pakai', 'sepatu', 'cocok', 'tracking', 'karna', 'track', 'tangga', 'batu', 'pakai', 'jaket', 'tebal', 'tracking', 'jam', 'pagi', 'sunrise', 'muncul', 'jam', 'pagi']"
106,1,bukit sikunir menjadi tempat wisata favorit karena pesona alamnya yang menakjubkan kalau pagi siang dpt menikmati pemandangan gunung nan hijau sejuk menyegarkan dan danau cebongan dilihat dari atas bukit terasa diatas surga sejauh mata,"['bukit', 'sikunir', 'menjadi', 'tempat', 'wisata', 'favorit', 'karena', 'pesona', 'alamnya', 'yang', 'menakjubkan', 'kalau', 'pagi', 'siang', 'dpt', 'menikmati', 'pemandangan', 'gunung', 'nan', 'hijau', 'sejuk', 'menyegarkan', 'dan', 'danau', 'cebongan', 'dilihat', 'dari', 'atas', 'bukit', 'terasa', 'diatas', 'surga', 'sejauh', 'mata']",<FreqDist with 33 samples and 34 outcomes>,"['bukit', 'sikunir', 'wisata', 'favorit', 'pesona', 'alamnya', 'menakjubkan', 'pagi', 'siang', 'menikmati', 'pemandangan', 'gunung', 'hijau', 'sejuk', 'menyegarkan', 'danau', 'cebongan', 'bukit', 'diatas', 'surga']","['bukit', 'sikunir', 'wisata', 'favorit', 'pesona', 'alamnya', 'menakjubkan', 'pagi', 'siang', 'menikmati', 'pemandangan', 'gunung', 'hijau', 'sejuk', 'menyegarkan', 'danau', 'cebongan', 'bukit', 'diatas', 'surga']","['bukit', 'sikunir', 'wisata', 'favorit', 'pesona', 'alam', 'takjub', 'pagi', 'siang', 'nikmat', 'pandang', 'gunung', 'hijau', 'sejuk', 'segar', 'danau', 'cebong', 'bukit', 'atas', 'surga']"
107,1,pemandangan alam yg sangat indah di pandangmemanjakan mataapa lagi saat matahari mau keluar begitu indahnymelihat pemandangan alam dari ketinggianasyiknyaaa,"['pemandangan', 'alam', 'yg', 'sangat', 'indah', 'di', 'pandangmemanjakan', 'mataapa', 'lagi', 'saat', 'matahari', 'mau', 'keluar', 'begitu', 'indahnymelihat', 'pemandangan', 'alam', 'dari', 'ketinggianasyiknyaaa']",<FreqDist with 17 samples and 19 outcomes>,"['pemandangan', 'alam', 'indah', 'pandangmemanjakan', 'mataapa', 'matahari', 'indahnymelihat', 'pemandangan', 'alam', 'ketinggianasyiknyaaa']","['pemandangan', 'alam', 'indah', 'pandangmemanjakan', 'mataapa', 'matahari', 'indahnymelihat', 'pemandangan', 'alam', 'ketinggianasyiknyaaa']","['pandang', 'alam', 'indah', 'pandangmemanjakan', 'mataapa', 'matahari', 'indahnymelihat', 'pandang', 'alam', 'ketinggianasyiknyaaa']"
108,1,merupakan salah satu tempat yang favorit di dataran tinggi dieng diatas bukit sikunir kita bisa menyaksikan matahari terbit ataupun matahari tenggelam rasa lelah mendaki bukti yang cukup menguras tenaga akan terbayar ketika sudah berada di atas nya,"['merupakan', 'salah', 'satu', 'tempat', 'yang', 'favorit', 'di', 'dataran', 'tinggi', 'dieng', 'diatas', 'bukit', 'sikunir', 'kita', 'bisa', 'menyaksikan', 'matahari', 'terbit', 'ataupun', 'matahari', 'tenggelam', 'rasa', 'lelah', 'mendaki', 'bukti', 'yang', 'cukup', 'menguras', 'tenaga', 'akan', 'terbayar', 'ketika', 'sudah', 'berada', 'di', 'atas', 'nya']",<FreqDist with 34 samples and 37 outcomes>,"['salah', 'favorit', 'dataran', 'dieng', 'diatas', 'bukit', 'sikunir', 'menyaksikan', 'matahari', 'terbit', 'matahari', 'tenggelam', 'lelah', 'mendaki', 'bukti', 'menguras', 'tenaga', 'terbayar']","['salah', 'favorit', 'dataran', 'dieng', 'diatas', 'bukit', 'sikunir', 'menyaksikan', 'matahari', 'terbit', 'matahari', 'tenggelam', 'lelah', 'mendaki', 'bukti', 'menguras', 'tenaga', 'terbayar']","['salah', 'favorit', 'datar', 'dieng', 'atas', 'bukit', 'sikunir', 'saksi', 'matahari', 'terbit', 'matahari', 'tenggelam', 'lelah', 'daki', 'bukti', 'uras', 'tenaga', 'bayar']"
109,1,lumayan bagus untuk sebuah perjuangan mendaki bukit dengan spot foto seperti ini,"['lumayan', 'bagus', 'untuk', 'sebuah', 'perjuangan', 'mendaki', 'bukit', 'dengan', 'spot', 'foto', 'seperti', 'ini']",<FreqDist with 12 samples and 12 outcomes>,"['lumayan', 'bagus', 'perjuangan', 'mendaki', 'bukit', 'spot', 'foto']","['lumayan', 'bagus', 'perjuangan', 'mendaki', 'bukit', 'spot', 'foto']","['lumayan', 'bagus', 'juang', 'daki', 'bukit', 'spot', 'foto']"
110,1,tempatnya indah damai bisa melihat sun rise dan sun set serta danau yg bersih dan indah,"['tempatnya', 'indah', 'damai', 'bisa', 'melihat', 'sun', 'rise', 'dan', 'sun', 'set', 'serta', 'danau', 'yg', 'bersih', 'dan', 'indah']",<FreqDist with 13 samples and 16 outcomes>,"['tempatnya', 'indah', 'damai', 'sun', 'rise', 'sun', 'set', 'danau', 'bersih', 'indah']","['tempatnya', 'indah', 'damai', 'sun', 'rise', 'sun', 'set', 'danau', 'bersih', 'indah']","['tempat', 'indah', 'damai', 'sun', 'rise', 'sun', 'set', 'danau', 'bersih', 'indah']"
111,1,luar biasa sangat memanjakan mata parkiran luas sekali halaman rumahku langsung insecure di belakang parkiran ada danau yang banyak dipakai untuk camping gratis jadi backpaker bisa hemat main ke dieng penduduk dan penjaga parkirnya ramah tidak suka marahmarah kecuali lo nanyanya pake nonjok dulu,"['luar', 'biasa', 'sangat', 'memanjakan', 'mata', 'parkiran', 'luas', 'sekali', 'halaman', 'rumahku', 'langsung', 'insecure', 'di', 'belakang', 'parkiran', 'ada', 'danau', 'yang', 'banyak', 'dipakai', 'untuk', 'camping', 'gratis', 'jadi', 'backpaker', 'bisa', 'hemat', 'main', 'ke', 'dieng', 'penduduk', 'dan', 'penjaga', 'parkirnya', 'ramah', 'tidak', 'suka', 'marahmarah', 'kecuali', 'lo', 'nanyanya', 'pake', 'nonjok', 'dulu']",<FreqDist with 43 samples and 44 outcomes>,"['memanjakan', 'parkiran', 'luas', 'halaman', 'rumahku', 'insecure', 'parkiran', 'danau', 'dipakai', 'camping', 'gratis', 'backpaker', 'hemat', 'main', 'dieng', 'penduduk', 'penjaga', 'parkirnya', 'ramah', 'suka', 'marahmarah', 'kecuali', 'nanyanya', 'pake', 'nonjok']","['memanjakan', 'parkiran', 'luas', 'halaman', 'rumahku', 'insecure', 'parkiran', 'danau', 'dipakai', 'camping', 'gratis', 'backpaker', 'hemat', 'main', 'dieng', 'penduduk', 'penjaga', 'parkirnya', 'ramah', 'suka', 'marahmarah', 'kecuali', 'nanyanya', 'pake', 'nonjok']","['manja', 'parkir', 'luas', 'halaman', 'rumah', 'insecure', 'parkir', 'danau', 'pakai', 'camping', 'gratis', 'backpaker', 'hemat', 'main', 'dieng', 'duduk', 'jaga', 'parkir', 'ramah', 'suka', 'marahmarah', 'kecuali', 'nanyanya', 'pake', 'nonjok']"
112,0,penerangan kurang tangga tdk ada pegangan lokasi yg diatas tanahnya licin berdebu,"['penerangan', 'kurang', 'tangga', 'tdk', 'ada', 'pegangan', 'lokasi', 'yg', 'diatas', 'tanahnya', 'licin', 'berdebu']",<FreqDist with 12 samples and 12 outcomes>,"['penerangan', 'tangga', 'pegangan', 'lokasi', 'diatas', 'tanahnya', 'licin', 'berdebu']","['penerangan', 'tangga', 'pegangan', 'lokasi', 'diatas', 'tanahnya', 'licin', 'berdebu']","['terang', 'tangga', 'pegang', 'lokasi', 'atas', 'tanah', 'licin', 'debu']"
113,0,incredible scenery namun wisata ini kurang cocok untuk anakanak dan lansia karena lereng yang curam sehingga harus menaiki anak tangga yang tidak sedikit,"['incredible', 'scenery', 'namun', 'wisata', 'ini', 'kurang', 'cocok', 'untuk', 'anakanak', 'dan', 'lansia', 'karena', 'lereng', 'yang', 'curam', 'sehingga', 'harus', 'menaiki', 'anak', 'tangga', 'yang', 'tidak', 'sedikit']",<FreqDist with 22 samples and 23 outcomes>,"['incredible', 'scenery', 'wisata', 'cocok', 'anakanak', 'lansia', 'lereng', 'curam', 'anak', 'tangga']","['incredible', 'scenery', 'wisata', 'cocok', 'anakanak', 'lansia', 'lereng', 'curam', 'anak', 'tangga']","['incredible', 'scenery', 'wisata', 'cocok', 'anakanak', 'lansia', 'lereng', 'curam', 'anak', 'tangga']"
114,0,kebersihan kurang terjaga banyak sampah berserakan dimanamana kurang petunjuk arah,"['kebersihan', 'kurang', 'terjaga', 'banyak', 'sampah', 'berserakan', 'dimanamana', 'kurang', 'petunjuk', 'arah']",<FreqDist with 9 samples and 10 outcomes>,"['kebersihan', 'terjaga', 'sampah', 'berserakan', 'dimanamana', 'petunjuk', 'arah']","['kebersihan', 'terjaga', 'sampah', 'berserakan', 'dimanamana', 'petunjuk', 'arah']","['bersih', 'jaga', 'sampah', 'sera', 'dimanamana', 'tunjuk', 'arah']"
115,0,ya bagus saja tapi tidak istimewa lebih condong di bawah ekspektasi pribadi,"['ya', 'bagus', 'saja', 'tapi', 'tidak', 'istimewa', 'lebih', 'condong', 'di', 'bawah', 'ekspektasi', 'pribadi']",<FreqDist with 12 samples and 12 outcomes>,"['bagus', 'istimewa', 'condong', 'ekspektasi', 'pribadi']","['bagus', 'istimewa', 'condong', 'ekspektasi', 'pribadi']","['bagus', 'istimewa', 'condong', 'ekspektasi', 'pribadi']"
116,0,kurang tertata dan terurus akses ke lokasi kawah dari tempat parkir tidak begitu baik ditambah lagi di kiri kanan adalah space untuk pedagang terlalu mepet kurang bersih kenapa tidak ditata seperti candi arjuna,"['kurang', 'tertata', 'dan', 'terurus', 'akses', 'ke', 'lokasi', 'kawah', 'dari', 'tempat', 'parkir', 'tidak', 'begitu', 'baik', 'ditambah', 'lagi', 'di', 'kiri', 'kanan', 'adalah', 'space', 'untuk', 'pedagang', 'terlalu', 'mepet', 'kurang', 'bersih', 'kenapa', 'tidak', 'ditata', 'seperti', 'candi', 'arjuna']",<FreqDist with 31 samples and 33 outcomes>,"['tertata', 'terurus', 'akses', 'lokasi', 'kawah', 'parkir', 'ditambah', 'kiri', 'kanan', 'space', 'pedagang', 'mepet', 'bersih', 'ditata', 'candi', 'arjuna']","['tertata', 'terurus', 'akses', 'lokasi', 'kawah', 'parkir', 'ditambah', 'kiri', 'kanan', 'space', 'pedagang', 'mepet', 'bersih', 'ditata', 'candi', 'arjuna']","['tata', 'urus', 'akses', 'lokasi', 'kawah', 'parkir', 'tambah', 'kiri', 'kanan', 'space', 'dagang', 'mepet', 'bersih', 'tata', 'candi', 'arjuna']"
