,sentiment,review,review_tokens,review_tokens_fdist,review_tokens_WSW,review_normalized,review_tokens_stemmed
102,positive,bravo untuk pemainnya bagus sudut pandang ceritanya pun menarik film yang penting untuk ditonton perempuan dan juga lelaki,"['bravo', 'untuk', 'pemainnya', 'bagus', 'sudut', 'pandang', 'ceritanya', 'pun', 'menarik', 'film', 'yang', 'penting', 'untuk', 'ditonton', 'perempuan', 'dan', 'juga', 'lelaki']",<FreqDist with 17 samples and 18 outcomes>,"['bravo', 'pemainnya', 'bagus', 'sudut', 'pandang', 'ceritanya', 'menarik', 'film', 'ditonton', 'perempuan', 'lelaki']","['bravo', 'pemainnya', 'bagus', 'sudut', 'pandang', 'ceritanya', 'menarik', 'film', 'ditonton', 'perempuan', 'lelaki']","['bravo', 'main', 'bagus', 'sudut', 'pandang', 'cerita', 'tarik', 'film', 'tonton', 'perempuan', 'lelaki']"
103,positive,abis nonton film bagussss bgt dr awal sampe akhir haruuuu,"['abis', 'nonton', 'film', 'bagussss', 'bgt', 'dr', 'awal', 'sampe', 'akhir', 'haruuuu']",<FreqDist with 10 samples and 10 outcomes>,"['abis', 'nonton', 'film', 'bagussss', 'sampe', 'haruuuu']","['abis', 'nonton', 'film', 'bagussss', 'sampe', 'haruuuu']","['abis', 'nonton', 'film', 'bagussss', 'sampe', 'haruuuu']"
104,positive,bangga menyukai film yg mengandung bnyak makna sperti ini rcti,"['bangga', 'menyukai', 'film', 'yg', 'mengandung', 'bnyak', 'makna', 'sperti', 'ini', 'rcti']",<FreqDist with 10 samples and 10 outcomes>,"['bangga', 'menyukai', 'film', 'mengandung', 'bnyak', 'makna', 'sperti', 'rcti']","['bangga', 'menyukai', 'film', 'mengandung', 'bnyak', 'makna', 'sperti', 'rcti']","['bangga', 'suka', 'film', 'kandung', 'bnyak', 'makna', 'sperti', 'rcti']"
105,positive,tiga kata untuk film cukup dramatis dan laris,"['tiga', 'kata', 'untuk', 'film', 'cukup', 'dramatis', 'dan', 'laris']",<FreqDist with 8 samples and 8 outcomes>,"['film', 'dramatis', 'laris']","['film', 'dramatis', 'laris']","['film', 'dramatis', 'laris']"
106,positive,film kartini meski aku agak telat nontonnya film ini bagus bangetkalian sukses mendeliver cerita dan pesan good job guys,"['film', 'kartini', 'meski', 'aku', 'agak', 'telat', 'nontonnya', 'film', 'ini', 'bagus', 'bangetkalian', 'sukses', 'mendeliver', 'cerita', 'dan', 'pesan', 'good', 'job', 'guys']",<FreqDist with 18 samples and 19 outcomes>,"['film', 'kartini', 'telat', 'nontonnya', 'film', 'bagus', 'bangetkalian', 'sukses', 'mendeliver', 'cerita', 'pesan', 'job']","['film', 'kartini', 'telat', 'nontonnya', 'film', 'bagus', 'bangetkalian', 'sukses', 'mendeliver', 'cerita', 'pesan', 'job']","['film', 'kartini', 'telat', 'nontonnya', 'film', 'bagus', 'bangetkalian', 'sukses', 'mendeliver', 'cerita', 'pesan', 'job']"
107,positive,aku menangis di akhir film kartini,"['aku', 'menangis', 'di', 'akhir', 'film', 'kartini']",<FreqDist with 6 samples and 6 outcomes>,"['menangis', 'film', 'kartini']","['menangis', 'film', 'kartini']","['menang', 'film', 'kartini']"
108,positive,pokoknya kalian harus nonton film kartini asli keren nonton di bioskop ya bikinnya susah loh,"['pokoknya', 'kalian', 'harus', 'nonton', 'film', 'kartini', 'asli', 'keren', 'nonton', 'di', 'bioskop', 'ya', 'bikinnya', 'susah', 'loh']",<FreqDist with 14 samples and 15 outcomes>,"['pokoknya', 'nonton', 'film', 'kartini', 'asli', 'keren', 'nonton', 'bioskop', 'bikinnya', 'susah']","['pokoknya', 'nonton', 'film', 'kartini', 'asli', 'keren', 'nonton', 'bioskop', 'bikinnya', 'susah']","['pokok', 'nonton', 'film', 'kartini', 'asli', 'keren', 'nonton', 'bioskop', 'bikin', 'susah']"
109,positive,film divergent seru ah kenapa udh selesai sih,"['film', 'divergent', 'seru', 'ah', 'kenapa', 'udh', 'selesai', 'sih']",<FreqDist with 8 samples and 8 outcomes>,"['film', 'divergent', 'seru', 'udh', 'selesai']","['film', 'divergent', 'seru', 'udh', 'selesai']","['film', 'divergent', 'seru', 'udh', 'selesai']"
110,positive,tentang get out kalo masih ada cepetan nonton mending nonton ini dulu daripada fast furious,"['tentang', 'get', 'out', 'kalo', 'masih', 'ada', 'cepetan', 'nonton', 'mending', 'nonton', 'ini', 'dulu', 'daripada', 'fast', 'furious']",<FreqDist with 14 samples and 15 outcomes>,"['get', 'out', 'cepetan', 'nonton', 'mending', 'nonton', 'fast', 'furious']","['get', 'out', 'cepetan', 'nonton', 'mending', 'nonton', 'fast', 'furious']","['get', 'out', 'cepetan', 'nonton', 'mending', 'nonton', 'fast', 'furious']"
111,positive,saya suka video trailer film the guys di bioskop april,"['saya', 'suka', 'video', 'trailer', 'film', 'the', 'guys', 'di', 'bioskop', 'april']",<FreqDist with 10 samples and 10 outcomes>,"['suka', 'video', 'trailer', 'film', 'bioskop', 'april']","['suka', 'video', 'trailer', 'film', 'bioskop', 'april']","['suka', 'video', 'trailer', 'film', 'bioskop', 'april']"
112,positive,agak kebanyakan nangisnya untuk selera saya tapi secara keseluruhan sy kagum dengan film,"['agak', 'kebanyakan', 'nangisnya', 'untuk', 'selera', 'saya', 'tapi', 'secara', 'keseluruhan', 'sy', 'kagum', 'dengan', 'film']",<FreqDist with 13 samples and 13 outcomes>,"['kebanyakan', 'nangisnya', 'selera', 'kagum', 'film']","['kebanyakan', 'nangisnya', 'selera', 'kagum', 'film']","['banyak', 'nang', 'selera', 'kagum', 'film']"
113,positive,thank you buat mas dan tim yg uda buat danur film nya keren bangetbuat tmn yg belum nonton silakan ditonton rekomended,"['thank', 'you', 'buat', 'mas', 'dan', 'tim', 'yg', 'uda', 'buat', 'danur', 'film', 'nya', 'keren', 'bangetbuat', 'tmn', 'yg', 'belum', 'nonton', 'silakan', 'ditonton', 'rekomended']",<FreqDist with 19 samples and 21 outcomes>,"['thank', 'tim', 'uda', 'danur', 'film', 'keren', 'bangetbuat', 'tmn', 'nonton', 'ditonton', 'rekomended']","['thank', 'tim', 'uda', 'danur', 'film', 'keren', 'bangetbuat', 'tmn', 'nonton', 'ditonton', 'rekomended']","['thank', 'tim', 'uda', 'danur', 'film', 'keren', 'bangetbuat', 'tmn', 'nonton', 'tonton', 'rekomended']"
114,positive,film horor indonesia terlaris sepanjang masa dengan penonton sejak tayang maret,"['film', 'horor', 'indonesia', 'terlaris', 'sepanjang', 'masa', 'dengan', 'penonton', 'sejak', 'tayang', 'maret']",<FreqDist with 11 samples and 11 outcomes>,"['film', 'horor', 'indonesia', 'terlaris', 'penonton', 'tayang', 'maret']","['film', 'horor', 'indonesia', 'terlaris', 'penonton', 'tayang', 'maret']","['film', 'horor', 'indonesia', 'laris', 'tonton', 'tayang', 'maret']"
115,positive,bertambah lagi film indonesia yang bakal jadi favorite ya setelah baca buku nonton gak kecewa sama bagus,"['bertambah', 'lagi', 'film', 'indonesia', 'yang', 'bakal', 'jadi', 'favorite', 'ya', 'setelah', 'baca', 'buku', 'nonton', 'gak', 'kecewa', 'sama', 'bagus']",<FreqDist with 17 samples and 17 outcomes>,"['bertambah', 'film', 'indonesia', 'favorite', 'baca', 'buku', 'nonton', 'kecewa', 'bagus']","['bertambah', 'film', 'indonesia', 'favorite', 'baca', 'buku', 'nonton', 'kecewa', 'bagus']","['tambah', 'film', 'indonesia', 'favorite', 'baca', 'buku', 'nonton', 'kecewa', 'bagus']"
116,positive,nah ini coba nonton filmnya deh asik parah,"['nah', 'ini', 'coba', 'nonton', 'filmnya', 'deh', 'asik', 'parah']",<FreqDist with 8 samples and 8 outcomes>,"['coba', 'nonton', 'filmnya', 'parah']","['coba', 'nonton', 'filmnya', 'parah']","['coba', 'nonton', 'film', 'parah']"
117,positive,nonton get out bener gk punya ekspektasi apa cuma tertarik karna ini filmnya jordan peele dan puas keren parah film sakit jiwa ini,"['nonton', 'get', 'out', 'bener', 'gk', 'punya', 'ekspektasi', 'apa', 'cuma', 'tertarik', 'karna', 'ini', 'filmnya', 'jordan', 'peele', 'dan', 'puas', 'keren', 'parah', 'film', 'sakit', 'jiwa', 'ini']",<FreqDist with 22 samples and 23 outcomes>,"['nonton', 'get', 'out', 'bener', 'ekspektasi', 'tertarik', 'karna', 'filmnya', 'jordan', 'peele', 'puas', 'keren', 'parah', 'film', 'sakit', 'jiwa']","['nonton', 'get', 'out', 'bener', 'ekspektasi', 'tertarik', 'karna', 'filmnya', 'jordan', 'peele', 'puas', 'keren', 'parah', 'film', 'sakit', 'jiwa']","['nonton', 'get', 'out', 'bener', 'ekspektasi', 'tarik', 'karna', 'film', 'jordan', 'peele', 'puas', 'keren', 'parah', 'film', 'sakit', 'jiwa']"
118,positive,kalo lagi nyari film comedy ini recomended nih lucu parah asli,"['kalo', 'lagi', 'nyari', 'film', 'comedy', 'ini', 'recomended', 'nih', 'lucu', 'parah', 'asli']",<FreqDist with 11 samples and 11 outcomes>,"['nyari', 'film', 'comedy', 'recomended', 'lucu', 'parah', 'asli']","['nyari', 'film', 'comedy', 'recomended', 'lucu', 'parah', 'asli']","['nyari', 'film', 'comedy', 'recomended', 'lucu', 'parah', 'asli']"
119,positive,cek tread ini aja film gak terkenal yang ternyata asik di tonton banyak nemu film bagus disini,"['cek', 'tread', 'ini', 'aja', 'film', 'gak', 'terkenal', 'yang', 'ternyata', 'asik', 'di', 'tonton', 'banyak', 'nemu', 'film', 'bagus', 'disini']",<FreqDist with 16 samples and 17 outcomes>,"['cek', 'tread', 'film', 'terkenal', 'tonton', 'nemu', 'film', 'bagus']","['cek', 'tread', 'film', 'terkenal', 'tonton', 'nemu', 'film', 'bagus']","['cek', 'tread', 'film', 'kenal', 'tonton', 'nemu', 'film', 'bagus']"
120,positive,sekarang lagi ada film yang bagus banget di bioskop judulnya ziarah film indonesia yang patut diapresiasi,"['sekarang', 'lagi', 'ada', 'film', 'yang', 'bagus', 'banget', 'di', 'bioskop', 'judulnya', 'ziarah', 'film', 'indonesia', 'yang', 'patut', 'diapresiasi']",<FreqDist with 14 samples and 16 outcomes>,"['film', 'bagus', 'banget', 'bioskop', 'judulnya', 'ziarah', 'film', 'indonesia', 'patut', 'diapresiasi']","['film', 'bagus', 'banget', 'bioskop', 'judulnya', 'ziarah', 'film', 'indonesia', 'patut', 'diapresiasi']","['film', 'bagus', 'banget', 'bioskop', 'judul', 'ziarah', 'film', 'indonesia', 'patut', 'apresiasi']"
121,positive,critical eleven film yang bagus dari cerita pemain sampai gambarnya semuanya bagus puas banget dah nontonnya,"['critical', 'eleven', 'film', 'yang', 'bagus', 'dari', 'cerita', 'pemain', 'sampai', 'gambarnya', 'semuanya', 'bagus', 'puas', 'banget', 'dah', 'nontonnya']",<FreqDist with 15 samples and 16 outcomes>,"['critical', 'eleven', 'film', 'bagus', 'cerita', 'pemain', 'gambarnya', 'bagus', 'puas', 'banget', 'nontonnya']","['critical', 'eleven', 'film', 'bagus', 'cerita', 'pemain', 'gambarnya', 'bagus', 'puas', 'banget', 'nontonnya']","['critical', 'eleven', 'film', 'bagus', 'cerita', 'main', 'gambar', 'bagus', 'puas', 'banget', 'nontonnya']"
122,positive,film ziarah sangat layak ditonton pengen peluk sutradaranya yang sukses mengarahkan pemeran mbah sri peran umur thn,"['film', 'ziarah', 'sangat', 'layak', 'ditonton', 'pengen', 'peluk', 'sutradaranya', 'yang', 'sukses', 'mengarahkan', 'pemeran', 'mbah', 'sri', 'peran', 'umur', 'thn']",<FreqDist with 17 samples and 17 outcomes>,"['film', 'ziarah', 'layak', 'ditonton', 'pengen', 'peluk', 'sutradaranya', 'sukses', 'mengarahkan', 'pemeran', 'mbah', 'sri', 'peran', 'umur', 'thn']","['film', 'ziarah', 'layak', 'ditonton', 'pengen', 'peluk', 'sutradaranya', 'sukses', 'mengarahkan', 'pemeran', 'mbah', 'sri', 'peran', 'umur', 'thn']","['film', 'ziarah', 'layak', 'tonton', 'ken', 'peluk', 'sutradara', 'sukses', 'arah', 'per', 'mbah', 'sri', 'peran', 'umur', 'thn']"
123,positive,dan akhirnya setelah nunggu setahun mulai juga ni film,"['dan', 'akhirnya', 'setelah', 'nunggu', 'setahun', 'mulai', 'juga', 'ni', 'film']",<FreqDist with 9 samples and 9 outcomes>,"['nunggu', 'setahun', 'film']","['nunggu', 'setahun', 'film']","['nunggu', 'tahun', 'film']"
124,positive,satu satunya film indonesia yg gue tunggu bgt buat di tonton setelah liat filmnya lgsg gagal moveon pgn nnton lagiii,"['satu', 'satunya', 'film', 'indonesia', 'yg', 'gue', 'tunggu', 'bgt', 'buat', 'di', 'tonton', 'setelah', 'liat', 'filmnya', 'lgsg', 'gagal', 'moveon', 'pgn', 'nnton', 'lagiii']",<FreqDist with 20 samples and 20 outcomes>,"['satunya', 'film', 'indonesia', 'gue', 'tunggu', 'tonton', 'liat', 'filmnya', 'lgsg', 'gagal', 'moveon', 'pgn', 'nnton', 'lagiii']","['satunya', 'film', 'indonesia', 'gue', 'tunggu', 'tonton', 'liat', 'filmnya', 'lgsg', 'gagal', 'moveon', 'pgn', 'nnton', 'lagiii']","['satu', 'film', 'indonesia', 'gue', 'tunggu', 'tonton', 'liat', 'film', 'lgsg', 'gagal', 'moveon', 'pgn', 'nnton', 'lagiii']"
125,positive,tp rasa bangganya pasti akan berkali lipat kalo film perdananya bisa meledak di pasaran dan tercatat menjadi film terlaris,"['tp', 'rasa', 'bangganya', 'pasti', 'akan', 'berkali', 'lipat', 'kalo', 'film', 'perdananya', 'bisa', 'meledak', 'di', 'pasaran', 'dan', 'tercatat', 'menjadi', 'film', 'terlaris']",<FreqDist with 18 samples and 19 outcomes>,"['bangganya', 'berkali', 'lipat', 'film', 'perdananya', 'meledak', 'pasaran', 'tercatat', 'film', 'terlaris']","['bangganya', 'berkali', 'lipat', 'film', 'perdananya', 'meledak', 'pasaran', 'tercatat', 'film', 'terlaris']","['bangga', 'kali', 'lipat', 'film', 'perdana', 'ledak', 'pasar', 'catat', 'film', 'laris']"
126,positive,mbah cucumu barusan nonton night bus gila keren gini ya tinggal dikit lagi layarnya di bandung mbah kasian,"['mbah', 'cucumu', 'barusan', 'nonton', 'night', 'bus', 'gila', 'keren', 'gini', 'ya', 'tinggal', 'dikit', 'lagi', 'layarnya', 'di', 'bandung', 'mbah', 'kasian']",<FreqDist with 17 samples and 18 outcomes>,"['mbah', 'cucumu', 'barusan', 'nonton', 'night', 'bus', 'gila', 'keren', 'gini', 'tinggal', 'dikit', 'layarnya', 'bandung', 'mbah', 'kasian']","['mbah', 'cucumu', 'barusan', 'nonton', 'night', 'bus', 'gila', 'keren', 'gini', 'tinggal', 'dikit', 'layarnya', 'bandung', 'mbah', 'kasian']","['mbah', 'cucu', 'barusan', 'nonton', 'night', 'bus', 'gila', 'keren', 'gin', 'tinggal', 'dikit', 'layar', 'bandung', 'mbah', 'kasi']"
127,positive,film indonesia terbaik tahun lalu yang saya tonton diputar di bioskop mei catat di hape tonton di hari pertamanya,"['film', 'indonesia', 'terbaik', 'tahun', 'lalu', 'yang', 'saya', 'tonton', 'diputar', 'di', 'bioskop', 'mei', 'catat', 'di', 'hape', 'tonton', 'di', 'hari', 'pertamanya']",<FreqDist with 16 samples and 19 outcomes>,"['film', 'indonesia', 'terbaik', 'tonton', 'diputar', 'bioskop', 'mei', 'catat', 'hape', 'tonton', 'pertamanya']","['film', 'indonesia', 'terbaik', 'tonton', 'diputar', 'bioskop', 'mei', 'catat', 'hape', 'tonton', 'pertamanya']","['film', 'indonesia', 'baik', 'tonton', 'putar', 'bioskop', 'mei', 'catat', 'hape', 'tonton', 'pertama']"
128,positive,dari awal sampe akhir kagum banget sama film the guys raditya dkk kocak banget,"['dari', 'awal', 'sampe', 'akhir', 'kagum', 'banget', 'sama', 'film', 'the', 'guys', 'raditya', 'dkk', 'kocak', 'banget']",<FreqDist with 13 samples and 14 outcomes>,"['sampe', 'kagum', 'banget', 'film', 'raditya', 'dkk', 'kocak', 'banget']","['sampe', 'kagum', 'banget', 'film', 'raditya', 'dkk', 'kocak', 'banget']","['sampe', 'kagum', 'banget', 'film', 'raditya', 'dkk', 'kocak', 'banget']"
129,positive,papa mama aku juga ikut nonton mereka termasuk critical sm film indonesiamereka blg film ini bagus sekali terimakasi,"['papa', 'mama', 'aku', 'juga', 'ikut', 'nonton', 'mereka', 'termasuk', 'critical', 'sm', 'film', 'indonesiamereka', 'blg', 'film', 'ini', 'bagus', 'sekali', 'terimakasi']",<FreqDist with 17 samples and 18 outcomes>,"['papa', 'mama', 'nonton', 'critical', 'sm', 'film', 'indonesiamereka', 'blg', 'film', 'bagus', 'terimakasi']","['papa', 'mama', 'nonton', 'critical', 'sm', 'film', 'indonesiamereka', 'blg', 'film', 'bagus', 'terimakasi']","['papa', 'mama', 'nonton', 'critical', 'sm', 'film', 'indonesiamereka', 'blg', 'film', 'bagus', 'terimakasi']"
130,positive,sumpah film danur bagus banget yg ini nihh baru dapat film yang kenyataan benerseru bikin ngageting,"['sumpah', 'film', 'danur', 'bagus', 'banget', 'yg', 'ini', 'nihh', 'baru', 'dapat', 'film', 'yang', 'kenyataan', 'benerseru', 'bikin', 'ngageting']",<FreqDist with 15 samples and 16 outcomes>,"['sumpah', 'film', 'danur', 'bagus', 'banget', 'nihh', 'film', 'kenyataan', 'benerseru', 'ngageting']","['sumpah', 'film', 'danur', 'bagus', 'banget', 'nihh', 'film', 'kenyataan', 'benerseru', 'ngageting']","['sumpah', 'film', 'danur', 'bagus', 'banget', 'nihh', 'film', 'nyata', 'benerseru', 'ngageting']"
131,positive,buat yg udah nonton the guys pilihan nonton di lainnya adalah film action yg seru cocok buat nemenin pas long weekend,"['buat', 'yg', 'udah', 'nonton', 'the', 'guys', 'pilihan', 'nonton', 'di', 'lainnya', 'adalah', 'film', 'action', 'yg', 'seru', 'cocok', 'buat', 'nemenin', 'pas', 'long', 'weekend']",<FreqDist with 18 samples and 21 outcomes>,"['nonton', 'pilihan', 'nonton', 'film', 'action', 'seru', 'cocok', 'nemenin', 'pas', 'long', 'weekend']","['nonton', 'pilihan', 'nonton', 'film', 'action', 'seru', 'cocok', 'nemenin', 'pas', 'long', 'weekend']","['nonton', 'pilih', 'nonton', 'film', 'action', 'seru', 'cocok', 'nemenin', 'pas', 'long', 'weekend']"
132,positive,nonton film the guys filmnya ngakak abis ada sedihnya juga film dengan paket yg komplit hehehehe sukses terus,"['nonton', 'film', 'the', 'guys', 'filmnya', 'ngakak', 'abis', 'ada', 'sedihnya', 'juga', 'film', 'dengan', 'paket', 'yg', 'komplit', 'hehehehe', 'sukses', 'terus']",<FreqDist with 17 samples and 18 outcomes>,"['nonton', 'film', 'filmnya', 'ngakak', 'abis', 'sedihnya', 'film', 'paket', 'komplit', 'hehehehe', 'sukses']","['nonton', 'film', 'filmnya', 'ngakak', 'abis', 'sedihnya', 'film', 'paket', 'komplit', 'hehehehe', 'sukses']","['nonton', 'film', 'film', 'ngakak', 'abis', 'sedih', 'film', 'paket', 'komplit', 'hehehehe', 'sukses']"
133,positive,sumpah ini film bagus bngt nonton berkalikali gapernah bosen film the guys sangat menginspirasi tnx bang udah buat film ini,"['sumpah', 'ini', 'film', 'bagus', 'bngt', 'nonton', 'berkalikali', 'gapernah', 'bosen', 'film', 'the', 'guys', 'sangat', 'menginspirasi', 'tnx', 'bang', 'udah', 'buat', 'film', 'ini']",<FreqDist with 17 samples and 20 outcomes>,"['sumpah', 'film', 'bagus', 'bngt', 'nonton', 'berkalikali', 'gapernah', 'bosen', 'film', 'menginspirasi', 'tnx', 'bang', 'film']","['sumpah', 'film', 'bagus', 'bngt', 'nonton', 'berkalikali', 'gapernah', 'bosen', 'film', 'menginspirasi', 'tnx', 'bang', 'film']","['sumpah', 'film', 'bagus', 'bngt', 'nonton', 'berkalikali', 'gapernah', 'bosen', 'film', 'inspirasi', 'tnx', 'bang', 'film']"
134,positive,kalo belom nonton kartini harus banget sih nonton sama film korea judulnya obsessed tp huehe,"['kalo', 'belom', 'nonton', 'kartini', 'harus', 'banget', 'sih', 'nonton', 'sama', 'film', 'korea', 'judulnya', 'obsessed', 'tp', 'huehe']",<FreqDist with 14 samples and 15 outcomes>,"['belom', 'nonton', 'kartini', 'banget', 'nonton', 'film', 'korea', 'judulnya', 'obsessed', 'huehe']","['belom', 'nonton', 'kartini', 'banget', 'nonton', 'film', 'korea', 'judulnya', 'obsessed', 'huehe']","['bom', 'nonton', 'kartini', 'banget', 'nonton', 'film', 'korea', 'judul', 'obsessed', 'huehe']"
135,positive,nangis itu gegara nonton film kartini yang epic banget,"['nangis', 'itu', 'gegara', 'nonton', 'film', 'kartini', 'yang', 'epic', 'banget']",<FreqDist with 9 samples and 9 outcomes>,"['nangis', 'gegara', 'nonton', 'film', 'kartini', 'epic', 'banget']","['nangis', 'gegara', 'nonton', 'film', 'kartini', 'epic', 'banget']","['nang', 'gegara', 'nonton', 'film', 'kartini', 'epic', 'banget']"
136,positive,dan film ziarah ini muatannya berlapis tentang hidup tentang cinta tentang sejarah tentang misteri banyak sekali yang bisa disimak,"['dan', 'film', 'ziarah', 'ini', 'muatannya', 'berlapis', 'tentang', 'hidup', 'tentang', 'cinta', 'tentang', 'sejarah', 'tentang', 'misteri', 'banyak', 'sekali', 'yang', 'bisa', 'disimak']",<FreqDist with 16 samples and 19 outcomes>,"['film', 'ziarah', 'muatannya', 'berlapis', 'hidup', 'cinta', 'sejarah', 'misteri', 'disimak']","['film', 'ziarah', 'muatannya', 'berlapis', 'hidup', 'cinta', 'sejarah', 'misteri', 'disimak']","['film', 'ziarah', 'muat', 'lap', 'hidup', 'cinta', 'sejarah', 'misteri', 'simak']"
137,positive,film kartini bisa ditonton oleh semua umur karena film ini selain menghibur juga mendidik dan menginspirasi,"['film', 'kartini', 'bisa', 'ditonton', 'oleh', 'semua', 'umur', 'karena', 'film', 'ini', 'selain', 'menghibur', 'juga', 'mendidik', 'dan', 'menginspirasi']",<FreqDist with 15 samples and 16 outcomes>,"['film', 'kartini', 'ditonton', 'umur', 'film', 'menghibur', 'mendidik', 'menginspirasi']","['film', 'kartini', 'ditonton', 'umur', 'film', 'menghibur', 'mendidik', 'menginspirasi']","['film', 'kartini', 'tonton', 'umur', 'film', 'hibur', 'didik', 'inspirasi']"
138,positive,film sejarah jarang sekali di negara ini jika membaca sejarah saja kita enggan setidaknya tontonlah filmnya kartini,"['film', 'sejarah', 'jarang', 'sekali', 'di', 'negara', 'ini', 'jika', 'membaca', 'sejarah', 'saja', 'kita', 'enggan', 'setidaknya', 'tontonlah', 'filmnya', 'kartini']",<FreqDist with 16 samples and 17 outcomes>,"['film', 'sejarah', 'jarang', 'negara', 'membaca', 'sejarah', 'enggan', 'tontonlah', 'filmnya', 'kartini']","['film', 'sejarah', 'jarang', 'negara', 'membaca', 'sejarah', 'enggan', 'tontonlah', 'filmnya', 'kartini']","['film', 'sejarah', 'jarang', 'negara', 'baca', 'sejarah', 'enggan', 'tonton', 'film', 'kartini']"
139,positive,pengerjaan film terasa sangat sungguh baik dari pemain maupun produksi selamat ya mas,"['pengerjaan', 'film', 'terasa', 'sangat', 'sungguh', 'baik', 'dari', 'pemain', 'maupun', 'produksi', 'selamat', 'ya', 'mas']",<FreqDist with 13 samples and 13 outcomes>,"['pengerjaan', 'film', 'sungguh', 'pemain', 'produksi', 'selamat']","['pengerjaan', 'film', 'sungguh', 'pemain', 'produksi', 'selamat']","['kerja', 'film', 'sungguh', 'main', 'produksi', 'selamat']"
140,positive,lapor mbah film ini keren worth to watch syukur bisa instrospeksi diri abis nonton,"['lapor', 'mbah', 'film', 'ini', 'keren', 'worth', 'to', 'watch', 'syukur', 'bisa', 'instrospeksi', 'diri', 'abis', 'nonton']",<FreqDist with 14 samples and 14 outcomes>,"['lapor', 'mbah', 'film', 'keren', 'worth', 'watch', 'syukur', 'instrospeksi', 'abis', 'nonton']","['lapor', 'mbah', 'film', 'keren', 'worth', 'watch', 'syukur', 'instrospeksi', 'abis', 'nonton']","['lapor', 'mbah', 'film', 'keren', 'worth', 'watch', 'syukur', 'instrospeksi', 'abis', 'nonton']"
141,positive,thanks for today film bagus banget dapet feel nya dari lucu ketawa amazing pokonya,"['thanks', 'for', 'today', 'film', 'bagus', 'banget', 'dapet', 'feel', 'nya', 'dari', 'lucu', 'ketawa', 'amazing', 'pokonya']",<FreqDist with 14 samples and 14 outcomes>,"['thanks', 'today', 'film', 'bagus', 'banget', 'dapet', 'feel', 'lucu', 'ketawa', 'amazing', 'pokonya']","['thanks', 'today', 'film', 'bagus', 'banget', 'dapet', 'feel', 'lucu', 'ketawa', 'amazing', 'pokonya']","['thanks', 'today', 'film', 'bagus', 'banget', 'dapet', 'feel', 'lucu', 'ketawa', 'amazing', 'poko']"
142,positive,film ziarah teramat sangat keren bangga layak dapat oscar,"['film', 'ziarah', 'teramat', 'sangat', 'keren', 'bangga', 'layak', 'dapat', 'oscar']",<FreqDist with 9 samples and 9 outcomes>,"['film', 'ziarah', 'teramat', 'keren', 'bangga', 'layak', 'oscar']","['film', 'ziarah', 'teramat', 'keren', 'bangga', 'layak', 'oscar']","['film', 'ziarah', 'amat', 'keren', 'bangga', 'layak', 'oscar']"
143,positive,barusan bgt kelar nntn film lokal pertama yg gue tonton dan berhasil bikin nangis bw speechless liat aktingnya,"['barusan', 'bgt', 'kelar', 'nntn', 'film', 'lokal', 'pertama', 'yg', 'gue', 'tonton', 'dan', 'berhasil', 'bikin', 'nangis', 'bw', 'speechless', 'liat', 'aktingnya']",<FreqDist with 18 samples and 18 outcomes>,"['barusan', 'kelar', 'nntn', 'film', 'lokal', 'gue', 'tonton', 'berhasil', 'nangis', 'bw', 'speechless', 'liat', 'aktingnya']","['barusan', 'kelar', 'nntn', 'film', 'lokal', 'gue', 'tonton', 'berhasil', 'nangis', 'bw', 'speechless', 'liat', 'aktingnya']","['barusan', 'kelar', 'nntn', 'film', 'lokal', 'gue', 'tonton', 'hasil', 'nang', 'bw', 'speechless', 'liat', 'akting']"
144,positive,bahagia telah dipertemukan dengan film keren ini,"['bahagia', 'telah', 'dipertemukan', 'dengan', 'film', 'keren', 'ini']",<FreqDist with 7 samples and 7 outcomes>,"['bahagia', 'dipertemukan', 'film', 'keren']","['bahagia', 'dipertemukan', 'film', 'keren']","['bahagia', 'temu', 'film', 'keren']"
145,positive,film kartini bagus bangettt wajib ditonton,"['film', 'kartini', 'bagus', 'bangettt', 'wajib', 'ditonton']",<FreqDist with 6 samples and 6 outcomes>,"['film', 'kartini', 'bagus', 'bangettt', 'wajib', 'ditonton']","['film', 'kartini', 'bagus', 'bangettt', 'wajib', 'ditonton']","['film', 'kartini', 'bagus', 'bangettt', 'wajib', 'tonton']"
146,positive,minggu lalu nonton mau review seneng juga sih film horror indonesia sudah bagus lagi,"['minggu', 'lalu', 'nonton', 'mau', 'review', 'seneng', 'juga', 'sih', 'film', 'horror', 'indonesia', 'sudah', 'bagus', 'lagi']",<FreqDist with 14 samples and 14 outcomes>,"['minggu', 'nonton', 'review', 'seneng', 'film', 'horror', 'indonesia', 'bagus']","['minggu', 'nonton', 'review', 'seneng', 'film', 'horror', 'indonesia', 'bagus']","['minggu', 'nonton', 'review', 'neng', 'film', 'horror', 'indonesia', 'bagus']"
